order_id,order_date,customer_segment,region,product_category,product_name,unit_price,quantity,discount,total_revenue,payment_method,customer_rating
ORD-2024-0213,2024-01-25,Corporate,Europe,Office Supplies,Document Scanner,188.41,3,0.0,565.23,Apple Pay,3
ORD-2024-0214,2024-10-02,Consumer,Latin America,Apparel,Tech Jacket,112.28,4,0.0,449.12,Apple Pay,5
ORD-2024-0215,2024-10-12,Corporate,Latin America,Furniture,Desk Lamp LED,35.51,1,0.0,35.51,Credit Card,4
ORD-2024-0216,2024-04-07,Consumer,North America,Electronics,Smart Watch,209.87,1,0.05,199.38,PayPal,4
ORD-2024-0217,2024-06-19,Consumer,Latin America,Office Supplies,Premium Notebook 3-Pack,18.43,1,0.0,18.43,PayPal,4
ORD-2024-0218,2024-05-02,Corporate,Asia-Pacific,Office Supplies,Stapler Heavy Duty,21.69,1,0.05,20.61,Apple Pay,4
ORD-2024-0219,2024-08-28,Small Business,Europe,Office Supplies,Gel Pen Set 12x,12.08,1,0.0,12.08,PayPal,1
ORD-2024-0220,2024-10-10,Corporate,Europe,Apparel,Casual Sneakers,83.98,1,0.0,83.98,Bank Transfer,4
ORD-2024-0221,2024-09-07,Consumer,Latin America,Apparel,Waterproof Backpack,62.85,1,0.1,56.57,Credit Card,4
ORD-2024-0222,2024-02-08,Consumer,Europe,Electronics,Laptop Pro 15,1167.77,2,0.1,2101.99,PayPal,4
ORD-2024-0223,2024-07-10,Consumer,Latin America,Electronics,4K Monitor,416.51,2,0.15,708.07,Credit Card,4
ORD-2024-0224,2024-07-29,Small Business,North America,Electronics,Laptop Pro 15,1257.3,2,0.0,2514.6,Apple Pay,5
ORD-2024-0225,2024-04-01,Corporate,Asia-Pacific,Electronics,Laptop Pro 15,1214.37,2,0.0,2428.74,Bank Transfer,5
ORD-2024-0226,2024-02-10,Small Business,Asia-Pacific,Office Supplies,Document Scanner,193.75,2,0.0,387.5,Credit Card,5
ORD-2024-0227,2024-01-17,Small Business,North America,Electronics,USB-C Hub,43.0,1,0.05,40.85,PayPal,3
ORD-2024-0228,2024-08-10,Corporate,Latin America,Office Supplies,Premium Notebook 3-Pack,17.51,4,0.15,59.53,Credit Card,5
ORD-2024-0229,2024-05-23,Small Business,Europe,Electronics,Wireless Headphones,156.92,5,0.0,784.6,Apple Pay,5
ORD-2024-0230,2024-06-02,Corporate,Asia-Pacific,Furniture,Standing Desk,457.97,2,0.1,824.35,PayPal,5
ORD-2024-0231,2024-02-10,Corporate,Latin America,Office Supplies,Premium Notebook 3-Pack,17.24,1,0.0,17.24,Credit Card,5
ORD-2024-0232,2024-08-18,Consumer,Latin America,Apparel,Tech Jacket,109.25,1,0.15,92.86,Bank Transfer,5
ORD-2024-0233,2024-02-07,Corporate,Latin America,Electronics,Smart Watch,222.95,1,0.1,200.66,Bank Transfer,3
ORD-2024-0234,2024-01-03,Corporate,Europe,Office Supplies,Document Scanner,183.02,1,0.0,183.02,Apple Pay,4
ORD-2024-0235,2024-09-19,Corporate,Asia-Pacific,Apparel,Cotton Hoodie,52.76,1,0.0,52.76,Credit Card,4
ORD-2024-0236,2024-07-17,Small Business,Europe,Electronics,4K Monitor,402.88,5,0.2,1611.52,Apple Pay,3
ORD-2024-0237,2024-05-17,Corporate,Latin America,Office Supplies,Stapler Heavy Duty,21.86,2,0.0,43.72,Apple Pay,5
ORD-2024-0238,2024-07-03,Consumer,Latin America,Office Supplies,Gel Pen Set 12x,12.14,3,0.0,36.42,PayPal,4
ORD-2024-0239,2024-07-21,Corporate,Europe,Office Supplies,Document Scanner,186.86,4,0.0,747.44,Bank Transfer,4
ORD-2024-0240,2024-04-12,Small Business,Latin America,Apparel,Casual Sneakers,83.46,1,0.0,83.46,PayPal,4
ORD-2024-0241,2024-05-23,Small Business,Europe,Apparel,Casual Sneakers,85.78,1,0.05,81.49,Credit Card,5
ORD-2024-0242,2024-08-24,Small Business,Latin America,Furniture,Desk Lamp LED,33.49,3,0.1,90.42,Apple Pay,3
ORD-2024-0243,2024-06-04,Corporate,North America,Furniture,Bookshelf 5-Tier,123.47,3,0.1,333.37,Apple Pay,4
ORD-2024-0244,2024-09-30,Consumer,North America,Apparel,Cotton Hoodie,57.18,3,0.0,171.54,PayPal,5
ORD-2024-0245,2024-06-30,Corporate,Asia-Pacific,Furniture,Ergonomic Office Chair,284.11,2,0.05,539.81,Credit Card,1
ORD-2024-0246,2024-05-12,Corporate,Europe,Furniture,Standing Desk,462.26,2,0.0,924.52,Credit Card,4
ORD-2024-0247,2024-05-31,Corporate,Asia-Pacific,Apparel,Cotton Hoodie,53.03,1,0.15,45.08,Apple Pay,5
ORD-2024-0248,2024-09-23,Consumer,Asia-Pacific,Apparel,Casual Sneakers,86.67,2,0.0,173.34,Bank Transfer,2
ORD-2024-0249,2024-02-28,Small Business,Europe,Electronics,Smart Watch,212.62,2,0.05,403.98,PayPal,4
ORD-2024-0250,2024-06-18,Corporate,Latin America,Apparel,Waterproof Backpack,62.95,1,0.0,62.95,Credit Card,5
ORD-2024-0251,2024-04-11,Small Business,North America,Apparel,Waterproof Backpack,63.09,1,0.1,56.78,Credit Card,5
ORD-2024-0252,2024-10-01,Small Business,Latin America,Furniture,Bookshelf 5-Tier,117.15,1,0.0,117.15,Bank Transfer,4
ORD-2024-0253,2024-07-19,Small Business,Asia-Pacific,Electronics,Smart Watch,212.8,1,0.0,212.8,Credit Card,5
ORD-2024-0254,2024-06-09,Corporate,Latin America,Electronics,Wireless Headphones,152.9,1,0.0,152.9,PayPal,4
ORD-2024-0255,2024-08-04,Small Business,Europe,Furniture,Desk Lamp LED,35.51,2,0.05,67.47,PayPal,4
ORD-2024-0256,2024-03-12,Corporate,North America,Furniture,Bookshelf 5-Tier,124.39,4,0.05,472.68,PayPal,3
ORD-2024-0257,2024-07-15,Consumer,Latin America,Apparel,Waterproof Backpack,67.21,3,0.0,201.63,Credit Card,4
ORD-2024-0258,2024-04-22,Small Business,Latin America,Office Supplies,Premium Notebook 3-Pack,17.4,1,0.05,16.53,Apple Pay,4
ORD-2024-0259,2024-02-27,Small Business,North America,Electronics,Smart Watch,217.07,3,0.1,586.09,Apple Pay,4
ORD-2024-0260,2024-08-05,Consumer,Asia-Pacific,Electronics,Wireless Headphones,149.25,1,0.2,119.4,Apple Pay,5
ORD-2024-0261,2024-03-01,Consumer,Latin America,Furniture,Standing Desk,443.28,4,0.05,1684.46,PayPal,5
ORD-2024-0262,2024-04-15,Small Business,Asia-Pacific,Electronics,4K Monitor,401.55,1,0.0,401.55,Bank Transfer,4
ORD-2024-0263,2024-05-16,Small Business,Asia-Pacific,Electronics,Wireless Headphones,156.28,8,0.1,1125.22,PayPal,5
ORD-2024-0264,2024-03-08,Corporate,Latin America,Furniture,Standing Desk,461.77,3,0.1,1246.78,PayPal,4
ORD-2024-0265,2024-05-17,Corporate,North America,Apparel,Waterproof Backpack,67.47,2,0.05,128.19,Bank Transfer,5
ORD-2024-0266,2024-07-07,Small Business,North America,Apparel,Waterproof Backpack,66.78,1,0.0,66.78,Apple Pay,5
ORD-2024-0267,2024-07-02,Corporate,Latin America,Electronics,4K Monitor,412.99,1,0.2,330.39,Bank Transfer,5
ORD-2024-0268,2024-06-21,Consumer,North America,Furniture,Desk Lamp LED,35.92,3,0.15,91.6,Apple Pay,1
ORD-2024-0269,2024-03-21,Small Business,Europe,Apparel,Waterproof Backpack,63.07,1,0.2,50.46,Bank Transfer,3
ORD-2024-0270,2024-05-20,Consumer,Europe,Electronics,Smart Watch,228.88,1,0.0,228.88,Apple Pay,5
ORD-2024-0271,2024-04-29,Small Business,Europe,Apparel,Cotton Hoodie,54.87,3,0.0,164.61,PayPal,4
ORD-2024-0272,2024-08-15,Small Business,Latin America,Electronics,Laptop Pro 15,1258.58,3,0.1,3398.17,PayPal,4
ORD-2024-0273,2024-04-27,Consumer,Asia-Pacific,Apparel,Cotton Hoodie,53.97,3,0.0,161.91,Apple Pay,5
ORD-2024-0274,2024-03-09,Corporate,Latin America,Furniture,Ergonomic Office Chair,284.2,2,0.0,568.4,PayPal,5
ORD-2024-0275,2024-03-18,Small Business,North America,Apparel,Waterproof Backpack,62.4,4,0.0,249.6,Apple Pay,4
ORD-2024-0276,2024-08-07,Small Business,Asia-Pacific,Office Supplies,Gel Pen Set 12x,11.7,1,0.05,11.11,Credit Card,5
ORD-2024-0277,2024-06-03,Corporate,Europe,Furniture,Standing Desk,429.96,3,0.0,1289.88,Apple Pay,3
ORD-2024-0278,2024-09-12,Consumer,Asia-Pacific,Electronics,4K Monitor,394.44,4,0.0,1577.76,Apple Pay,5
ORD-2024-0279,2024-10-18,Consumer,North America,Apparel,Casual Sneakers,84.75,2,0.0,169.5,Credit Card,1
ORD-2024-0280,2024-04-20,Corporate,Latin America,Electronics,Laptop Pro 15,1174.38,5,0.0,5871.9,Apple Pay,3
ORD-2024-0281,2024-10-01,Small Business,Europe,Furniture,Bookshelf 5-Tier,125.05,1,0.0,125.05,Bank Transfer,4
ORD-2024-0282,2024-02-03,Corporate,North America,Office Supplies,Document Scanner,181.6,3,0.1,490.32,Credit Card,4
ORD-2024-0283,2024-01-29,Corporate,Europe,Office Supplies,Gel Pen Set 12x,12.24,1,0.1,11.02,Bank Transfer,4
ORD-2024-0284,2024-05-12,Consumer,North America,Furniture,Bookshelf 5-Tier,117.23,1,0.1,105.51,Bank Transfer,5
ORD-2024-0285,2024-05-19,Small Business,Latin America,Electronics,Smart Watch,210.7,3,0.05,600.49,Bank Transfer,2
ORD-2024-0286,2024-10-17,Consumer,North America,Furniture,Bookshelf 5-Tier,124.73,1,0.1,112.26,Credit Card,2
ORD-2024-0287,2024-01-07,Small Business,North America,Furniture,Ergonomic Office Chair,270.2,2,0.0,540.4,Apple Pay,4
ORD-2024-0288,2024-05-07,Consumer,North America,Apparel,Casual Sneakers,83.92,1,0.0,83.92,PayPal,5
ORD-2024-0289,2024-01-24,Corporate,Asia-Pacific,Apparel,Cotton Hoodie,56.5,4,0.15,192.1,Credit Card,4
ORD-2024-0290,2024-01-05,Corporate,Europe,Office Supplies,Gel Pen Set 12x,12.29,1,0.1,11.06,Bank Transfer,4
ORD-2024-0291,2024-09-09,Small Business,Asia-Pacific,Furniture,Standing Desk,428.58,1,0.15,364.29,Credit Card,5
ORD-2024-0292,2024-01-01,Consumer,Latin America,Apparel,Casual Sneakers,82.77,1,0.05,78.63,PayPal,5
ORD-2024-0293,2024-02-17,Corporate,Asia-Pacific,Electronics,Wireless Headphones,153.01,4,0.05,581.44,Credit Card,4
ORD-2024-0294,2024-09-15,Consumer,Europe,Furniture,Desk Lamp LED,34.77,1,0.05,33.03,Bank Transfer,4
ORD-2024-0295,2024-06-10,Consumer,Europe,Apparel,Casual Sneakers,81.38,1,0.0,81.38,Credit Card,3
ORD-2024-0296,2024-03-25,Corporate,Europe,Apparel,Waterproof Backpack,64.08,1,0.0,64.08,Bank Transfer,4
ORD-2024-0297,2024-03-02,Consumer,North America,Electronics,Wireless Headphones,153.07,4,0.0,612.28,Bank Transfer,3
ORD-2024-0298,2024-05-07,Consumer,Europe,Office Supplies,Document Scanner,185.44,2,0.05,352.34,Apple Pay,5
ORD-2024-0299,2024-10-11,Consumer,North America,Furniture,Ergonomic Office Chair,269.91,2,0.1,485.84,PayPal,3
ORD-2024-0300,2024-07-24,Consumer,North America,Office Supplies,Premium Notebook 3-Pack,18.56,2,0.0,37.12,PayPal,5
ORD-2024-0301,2024-08-15,Corporate,North America,Furniture,Ergonomic Office Chair,275.28,5,0.1,1238.76,Credit Card,3
ORD-2024-0302,2024-10-20,Consumer,Asia-Pacific,Apparel,Waterproof Backpack,64.52,2,0.0,129.04,PayPal,4
ORD-2024-0303,2024-08-16,Corporate,Latin America,Furniture,Ergonomic Office Chair,284.12,2,0.05,539.83,Apple Pay,2
ORD-2024-0304,2024-05-23,Small Business,Europe,Apparel,Tech Jacket,113.27,2,0.05,215.21,Credit Card,5
ORD-2024-0305,2024-07-02,Consumer,Asia-Pacific,Apparel,Waterproof Backpack,63.84,1,0.05,60.65,Credit Card,4
ORD-2024-0306,2024-04-22,Consumer,Europe,Electronics,Smart Watch,220.65,1,0.2,176.52,Credit Card,4
ORD-2024-0307,2024-05-03,Corporate,Latin America,Office Supplies,Premium Notebook 3-Pack,18.14,3,0.15,46.26,PayPal,3
ORD-2024-0308,2024-06-11,Small Business,Europe,Office Supplies,Premium Notebook 3-Pack,18.12,3,0.0,54.36,PayPal,5
ORD-2024-0309,2024-09-09,Consumer,Europe,Office Supplies,Gel Pen Set 12x,11.68,2,0.0,23.36,Apple Pay,1
ORD-2024-0310,2024-04-13,Consumer,Asia-Pacific,Furniture,Bookshelf 5-Tier,124.13,3,0.15,316.53,Credit Card,3
ORD-2024-0311,2024-03-13,Small Business,Latin America,Electronics,4K Monitor,394.94,4,0.2,1263.81,Credit Card,4
ORD-2024-0312,2024-06-14,Small Business,Latin America,Furniture,Standing Desk,456.27,3,0.0,1368.81,Bank Transfer,3
ORD-2024-0313,2024-10-14,Consumer,Asia-Pacific,Office Supplies,Gel Pen Set 12x,11.85,3,0.1,31.99,PayPal,5
ORD-2024-0314,2024-10-20,Small Business,Europe,Apparel,Cotton Hoodie,56.7,1,0.0,56.7,Credit Card,5
ORD-2024-0315,2024-03-13,Small Business,North America,Office Supplies,Premium Notebook 3-Pack,17.4,1,0.2,13.92,Bank Transfer,4
ORD-2024-0316,2024-05-15,Consumer,North America,Furniture,Standing Desk,462.92,3,0.0,1388.76,Apple Pay,4
ORD-2024-0317,2024-08-02,Corporate,North America,Furniture,Desk Lamp LED,35.16,2,0.0,70.32,PayPal,3
ORD-2024-0318,2024-02-07,Consumer,Asia-Pacific,Electronics,Smart Watch,211.3,1,0.0,211.3,Apple Pay,3
ORD-2024-0319,2024-02-08,Corporate,North America,Electronics,Smart Watch,219.62,2,0.05,417.28,PayPal,4
ORD-2024-0320,2024-08-10,Small Business,Asia-Pacific,Furniture,Ergonomic Office Chair,271.32,1,0.0,271.32,Bank Transfer,4
ORD-2024-0321,2024-02-19,Consumer,Asia-Pacific,Electronics,USB-C Hub,43.44,2,0.1,78.19,Apple Pay,3
ORD-2024-0322,2024-09-02,Corporate,North America,Furniture,Ergonomic Office Chair,274.17,1,0.0,274.17,Credit Card,4
ORD-2024-0323,2024-07-22,Consumer,Latin America,Apparel,Waterproof Backpack,65.92,4,0.0,263.68,Bank Transfer,5
ORD-2024-0324,2024-07-08,Small Business,Asia-Pacific,Furniture,Desk Lamp LED,34.17,1,0.0,34.17,Credit Card,3
ORD-2024-0325,2024-02-19,Small Business,Europe,Electronics,Smart Watch,225.64,4,0.0,902.56,Credit Card,5
ORD-2024-0326,2024-09-24,Small Business,Latin America,Apparel,Waterproof Backpack,63.69,2,0.0,127.38,Credit Card,4
ORD-2024-0327,2024-09-21,Consumer,Europe,Furniture,Ergonomic Office Chair,292.57,5,0.0,1462.85,PayPal,3
ORD-2024-0328,2024-08-04,Corporate,Asia-Pacific,Electronics,USB-C Hub,43.42,1,0.1,39.08,Credit Card,3
ORD-2024-0329,2024-10-11,Small Business,North America,Apparel,Casual Sneakers,88.55,4,0.05,336.49,Apple Pay,3
ORD-2024-0330,2024-03-17,Small Business,Asia-Pacific,Furniture,Ergonomic Office Chair,268.83,5,0.05,1276.94,Bank Transfer,5
ORD-2024-0331,2024-05-15,Consumer,Latin America,Apparel,Waterproof Backpack,62.87,2,0.0,125.74,Apple Pay,2
ORD-2024-0332,2024-06-18,Corporate,North America,Furniture,Ergonomic Office Chair,291.12,3,0.15,742.36,Bank Transfer,4
ORD-2024-0333,2024-09-08,Corporate,Asia-Pacific,Electronics,Wireless Headphones,149.15,1,0.2,119.32,Apple Pay,4
ORD-2024-0334,2024-02-15,Consumer,Asia-Pacific,Furniture,Desk Lamp LED,35.84,1,0.1,32.26,PayPal,2
ORD-2024-0335,2024-09-16,Consumer,Europe,Apparel,Tech Jacket,110.76,3,0.05,315.67,PayPal,5
ORD-2024-0336,2024-05-07,Corporate,Asia-Pacific,Electronics,USB-C Hub,43.65,1,0.0,43.65,Apple Pay,5
ORD-2024-0337,2024-03-04,Small Business,Latin America,Electronics,Wireless Headphones,145.16,1,0.05,137.9,Bank Transfer,4
ORD-2024-0338,2024-05-12,Consumer,Europe,Electronics,Smart Watch,227.78,1,0.0,227.78,PayPal,5
ORD-2024-0339,2024-05-17,Consumer,Latin America,Apparel,Cotton Hoodie,56.0,4,0.2,179.2,PayPal,4
ORD-2024-0340,2024-01-05,Corporate,Asia-Pacific,Furniture,Bookshelf 5-Tier,122.55,2,0.15,208.33,Apple Pay,5
ORD-2024-0341,2024-08-23,Small Business,Latin America,Office Supplies,Gel Pen Set 12x,12.39,2,0.05,23.54,Credit Card,1
ORD-2024-0342,2024-07-10,Small Business,Asia-Pacific,Office Supplies,Stapler Heavy Duty,21.64,3,0.0,64.92,Bank Transfer,5
ORD-2024-0343,2024-05-13,Small Business,Latin America,Office Supplies,Gel Pen Set 12x,12.48,1,0.1,11.23,Bank Transfer,5
ORD-2024-0344,2024-01-14,Small Business,North America,Apparel,Casual Sneakers,84.05,1,0.0,84.05,PayPal,4
ORD-2024-0345,2024-04-23,Corporate,Europe,Apparel,Casual Sneakers,87.9,2,0.1,158.22,Credit Card,4
ORD-2024-0346,2024-05-12,Corporate,Asia-Pacific,Furniture,Bookshelf 5-Tier,116.68,3,0.0,350.04,Bank Transfer,4
ORD-2024-0347,2024-10-26,Corporate,North America,Office Supplies,Document Scanner,196.96,4,0.0,787.84,PayPal,4
ORD-2024-0348,2024-07-14,Corporate,Europe,Office Supplies,Document Scanner,183.11,1,0.15,155.64,Apple Pay,5
ORD-2024-0349,2024-08-22,Small Business,Asia-Pacific,Furniture,Bookshelf 5-Tier,114.97,4,0.0,459.88,PayPal,4
ORD-2024-0350,2024-01-30,Corporate,Europe,Electronics,USB-C Hub,43.51,1,0.1,39.16,Credit Card,3
ORD-2024-0351,2024-08-10,Small Business,Europe,Apparel,Waterproof Backpack,61.78,2,0.0,123.56,Bank Transfer,5
ORD-2024-0352,2024-06-13,Corporate,Asia-Pacific,Furniture,Ergonomic Office Chair,272.97,3,0.05,777.96,PayPal,3
ORD-2024-0353,2024-09-14,Small Business,Latin America,Office Supplies,Gel Pen Set 12x,12.54,1,0.0,12.54,Bank Transfer,4
ORD-2024-0354,2024-03-09,Consumer,Latin America,Office Supplies,Document Scanner,198.51,1,0.0,198.51,PayPal,4
ORD-2024-0355,2024-03-08,Corporate,North America,Furniture,Ergonomic Office Chair,276.26,2,0.0,552.52,Bank Transfer,5
ORD-2024-0356,2024-01-25,Corporate,Latin America,Electronics,Laptop Pro 15,1222.77,3,0.0,3668.31,Apple Pay,3
ORD-2024-0357,2024-05-09,Small Business,Latin America,Apparel,Tech Jacket,104.6,1,0.05,99.37,Credit Card,5
ORD-2024-0358,2024-05-18,Corporate,North America,Furniture,Desk Lamp LED,35.77,4,0.0,143.08,Credit Card,5
ORD-2024-0359,2024-09-11,Small Business,Asia-Pacific,Furniture,Standing Desk,471.29,3,0.1,1272.48,Apple Pay,4
ORD-2024-0360,2024-01-21,Small Business,North America,Apparel,Tech Jacket,107.08,3,0.0,321.24,Credit Card,5
ORD-2024-0361,2024-10-20,Corporate,North America,Apparel,Tech Jacket,105.33,5,0.1,473.99,PayPal,4
ORD-2024-0362,2024-05-31,Corporate,Asia-Pacific,Office Supplies,Document Scanner,197.11,1,0.1,177.4,Bank Transfer,4
ORD-2024-0363,2024-02-29,Corporate,Asia-Pacific,Electronics,Laptop Pro 15,1217.66,1,0.0,1217.66,Apple Pay,5
ORD-2024-0364,2024-05-17,Corporate,Latin America,Electronics,Smart Watch,217.82,4,0.0,871.28,Apple Pay,5
ORD-2024-0365,2024-09-01,Consumer,Europe,Apparel,Tech Jacket,105.15,1,0.05,99.89,Apple Pay,5
ORD-2024-0366,2024-09-04,Corporate,Europe,Apparel,Tech Jacket,111.22,2,0.1,200.2,Apple Pay,3
ORD-2024-0367,2024-07-29,Small Business,Europe,Apparel,Cotton Hoodie,52.32,1,0.05,49.7,Bank Transfer,4
ORD-2024-0368,2024-02-18,Small Business,Europe,Apparel,Tech Jacket,111.56,2,0.05,211.96,Credit Card,1
ORD-2024-0369,2024-03-21,Corporate,Europe,Apparel,Waterproof Backpack,64.95,4,0.0,259.8,Bank Transfer,2
ORD-2024-0370,2024-04-24,Consumer,Latin America,Apparel,Waterproof Backpack,64.64,4,0.0,258.56,Apple Pay,4
ORD-2024-0371,2024-03-01,Consumer,North America,Apparel,Cotton Hoodie,55.31,1,0.0,55.31,Bank Transfer,5
ORD-2024-0372,2024-10-14,Corporate,Europe,Furniture,Desk Lamp LED,33.44,8,0.0,267.52,Bank Transfer,4
ORD-2024-0373,2024-08-30,Corporate,Asia-Pacific,Office Supplies,Document Scanner,184.71,1,0.1,166.24,Bank Transfer,4
ORD-2024-0374,2024-07-10,Consumer,Latin America,Electronics,Laptop Pro 15,1238.62,4,0.0,4954.48,Bank Transfer,4
ORD-2024-0375,2024-04-06,Consumer,Asia-Pacific,Electronics,USB-C Hub,43.61,1,0.1,39.25,Apple Pay,2
ORD-2024-0376,2024-03-04,Consumer,Latin America,Apparel,Waterproof Backpack,62.63,3,0.2,150.31,Credit Card,4
ORD-2024-0377,2024-08-09,Corporate,North America,Apparel,Tech Jacket,113.47,3,0.0,340.41,Bank Transfer,4
ORD-2024-0378,2024-07-15,Consumer,Latin America,Apparel,Tech Jacket,115.18,1,0.2,92.14,PayPal,4
ORD-2024-0379,2024-09-19,Consumer,Europe,Office Supplies,Stapler Heavy Duty,22.29,3,0.15,56.84,Bank Transfer,5
ORD-2024-0380,2024-03-08,Small Business,Latin America,Furniture,Bookshelf 5-Tier,120.75,3,0.1,326.03,Bank Transfer,5
ORD-2024-0381,2024-08-04,Consumer,North America,Electronics,4K Monitor,382.12,1,0.0,382.12,Bank Transfer,5
ORD-2024-0382,2024-03-23,Small Business,Europe,Office Supplies,Stapler Heavy Duty,22.63,1,0.0,22.63,Credit Card,4
ORD-2024-0383,2024-08-19,Consumer,Latin America,Electronics,4K Monitor,414.59,4,0.1,1492.52,Bank Transfer,5
ORD-2024-0384,2024-01-25,Consumer,North America,Apparel,Waterproof Backpack,66.2,2,0.1,119.16,Bank Transfer,3
ORD-2024-0385,2024-08-14,Corporate,Europe,Furniture,Bookshelf 5-Tier,121.24,3,0.05,345.53,Apple Pay,3
ORD-2024-0386,2024-02-08,Small Business,Asia-Pacific,Furniture,Standing Desk,429.33,3,0.0,1287.99,Bank Transfer,3
ORD-2024-0387,2024-10-26,Corporate,Europe,Office Supplies,Premium Notebook 3-Pack,17.38,1,0.1,15.64,Credit Card,5
ORD-2024-0388,2024-06-03,Small Business,Europe,Apparel,Casual Sneakers,85.22,1,0.1,76.7,Credit Card,5
ORD-2024-0389,2024-03-22,Corporate,Asia-Pacific,Apparel,Waterproof Backpack,63.14,1,0.0,63.14,Bank Transfer,4
ORD-2024-0390,2024-09-28,Consumer,Europe,Apparel,Cotton Hoodie,53.57,1,0.0,53.57,Bank Transfer,4
ORD-2024-0391,2024-02-28,Small Business,Asia-Pacific,Apparel,Casual Sneakers,88.5,2,0.0,177.0,Apple Pay,4
ORD-2024-0392,2024-05-31,Small Business,North America,Furniture,Bookshelf 5-Tier,116.01,2,0.15,197.22,Credit Card,3
ORD-2024-0393,2024-04-19,Small Business,Latin America,Apparel,Cotton Hoodie,57.08,1,0.1,51.37,Credit Card,5
ORD-2024-0394,2024-03-19,Corporate,Europe,Electronics,USB-C Hub,43.08,3,0.0,129.24,Credit Card,4
ORD-2024-0395,2024-04-26,Corporate,North America,Office Supplies,Document Scanner,188.73,1,0.05,179.29,Credit Card,4
ORD-2024-0396,2024-02-02,Small Business,Asia-Pacific,Electronics,Laptop Pro 15,1174.78,1,0.05,1116.04,Credit Card,4
ORD-2024-0397,2024-08-12,Consumer,Europe,Apparel,Waterproof Backpack,62.77,4,0.0,251.08,Apple Pay,5
ORD-2024-0398,2024-10-06,Consumer,Asia-Pacific,Office Supplies,Gel Pen Set 12x,12.56,1,0.15,10.68,PayPal,3
ORD-2024-0399,2024-01-03,Consumer,Asia-Pacific,Apparel,Cotton Hoodie,57.22,1,0.1,51.5,Apple Pay,5
ORD-2024-0400,2024-09-19,Consumer,North America,Furniture,Standing Desk,438.87,1,0.05,416.93,Credit Card,5
ORD-2024-0401,2024-10-08,Corporate,Latin America,Apparel,Cotton Hoodie,52.79,1,0.0,52.79,Bank Transfer,3
ORD-2024-0402,2024-04-30,Corporate,Latin America,Electronics,Smart Watch,215.99,2,0.15,367.18,Bank Transfer,5
ORD-2024-0403,2024-03-19,Small Business,Europe,Office Supplies,Stapler Heavy Duty,21.59,8,0.0,172.72,Apple Pay,4
ORD-2024-0404,2024-07-03,Corporate,Asia-Pacific,Furniture,Bookshelf 5-Tier,118.3,4,0.0,473.2,Credit Card,3
ORD-2024-0405,2024-02-11,Small Business,North America,Office Supplies,Gel Pen Set 12x,12.28,4,0.0,49.12,Credit Card,5
ORD-2024-0406,2024-09-16,Small Business,North America,Electronics,4K Monitor,388.51,2,0.1,699.32,Bank Transfer,4
ORD-2024-0407,2024-10-03,Consumer,Asia-Pacific,Apparel,Tech Jacket,112.99,1,0.0,112.99,Apple Pay,4
ORD-2024-0408,2024-02-16,Small Business,Europe,Apparel,Casual Sneakers,87.96,2,0.05,167.12,PayPal,4
ORD-2024-0409,2024-04-01,Consumer,Europe,Furniture,Desk Lamp LED,35.92,5,0.0,179.6,Bank Transfer,4
ORD-2024-0410,2024-01-22,Small Business,North America,Furniture,Bookshelf 5-Tier,124.58,1,0.15,105.89,Bank Transfer,3
ORD-2024-0411,2024-09-23,Corporate,Latin America,Office Supplies,Stapler Heavy Duty,21.73,2,0.05,41.29,Credit Card,4
ORD-2024-0412,2024-07-11,Small Business,Latin America,Furniture,Desk Lamp LED,34.95,1,0.15,29.71,Credit Card,4
ORD-2024-0413,2024-03-12,Consumer,Europe,Apparel,Tech Jacket,107.59,1,0.05,102.21,PayPal,4
ORD-2024-0414,2024-03-01,Corporate,Latin America,Furniture,Desk Lamp LED,34.94,4,0.1,125.78,PayPal,4
ORD-2024-0415,2024-07-29,Small Business,North America,Electronics,Wireless Headphones,144.92,1,0.05,137.67,PayPal,2
ORD-2024-0416,2024-05-12,Consumer,Asia-Pacific,Furniture,Desk Lamp LED,33.32,2,0.05,63.31,PayPal,4
ORD-2024-0417,2024-08-29,Small Business,Europe,Apparel,Tech Jacket,106.07,1,0.0,106.07,Bank Transfer,3
ORD-2024-0418,2024-06-24,Small Business,Europe,Apparel,Cotton Hoodie,52.85,1,0.0,52.85,Apple Pay,5
ORD-2024-0419,2024-02-19,Consumer,North America,Furniture,Desk Lamp LED,36.32,5,0.05,172.52,Apple Pay,5
ORD-2024-0420,2024-10-03,Consumer,Latin America,Electronics,USB-C Hub,42.95,2,0.0,85.9,Apple Pay,5
ORD-2024-0421,2024-07-14,Corporate,North America,Office Supplies,Premium Notebook 3-Pack,18.48,2,0.0,36.96,Apple Pay,4
ORD-2024-0422,2024-01-03,Small Business,Europe,Electronics,4K Monitor,395.0,2,0.05,750.5,Bank Transfer,4
ORD-2024-0423,2024-02-24,Small Business,Latin America,Furniture,Desk Lamp LED,36.24,3,0.0,108.72,Bank Transfer,4
ORD-2024-0424,2024-07-22,Corporate,Latin America,Furniture,Desk Lamp LED,33.88,2,0.05,64.37,Bank Transfer,4
ORD-2024-0425,2024-07-22,Consumer,Europe,Furniture,Ergonomic Office Chair,285.58,3,0.0,856.74,PayPal,4
ORD-2024-0426,2024-06-22,Corporate,Europe,Electronics,Wireless Headphones,154.57,1,0.05,146.84,Apple Pay,3
